BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,FULL_PAYMENT
980,699,0,699,0,0,23,1000,1003,948,12,0
143,1400,85,1315,0,0,22,3000,1575,155,12,1
3178,154,154,0,0,0,5,3500,1079,781,12,0
1751,0,0,0,2811,12,0,6000,3898,619,12,0
36,458,0,458,0,0,22,1000,402,159,11,1
1240,1520,770,750,898,7,25,1400,2393,1561,12,0
2693,13014,9849,3164,0,0,200,7000,11250,724,12,0
3563,245,245,0,3815,3,2,5500,1403,915,12,0
3337,883,106,777,5339,12,20,6000,4039,1345,12,0
2531,0,0,0,2718,8,0,3500,713,729,11,0
785,0,0,0,398,2,0,3500,223,279,12,0
1633,0,0,0,115,3,0,1800,1840,4397,12,0
133,1268,406,862,0,0,21,6000,1552,183,12,1
40,553,0,553,0,0,18,11500,533,176,12,1
23,162,162,0,0,0,1,2000,935,82,12,0
62,290,290,0,0,0,1,4800,78,182,12,0
798,3143,2353,791,0,0,70,6500,4269,289,12,0
431,1741,564,1177,0,0,57,5000,1126,248,12,0
1128,0,0,0,74,2,0,1200,285,300,12,0
2818,38,0,38,0,0,2,3000,755,1167,12,0
1565,3036,786,2250,7003,36,94,2500,13563,1709,12,1
2829,3767,1166,2601,2157,2,43,10000,3100,1107,12,0
2810,0,0,0,1460,6,0,3500,4110,667,12,0
830,0,0,0,1803,7,0,14000,2173,233,12,0
1784,233,233,0,4469,6,2,3000,6168,696,11,0
225,2085,0,2085,0,0,67,8500,1659,162,12,1
1155,62,62,0,19,1,1,1200,218,465,12,0
337,876,341,535,0,0,22,4000,299,191,12,0
640,578,381,198,1849,4,25,2000,2248,218,12,0
369,3303,88,3215,0,0,28,6000,2353,174,12,0
86,916,0,916,0,0,11,9500,856,170,12,1
4284,8151,3092,5059,2685,5,48,9500,6840,1409,12,0
88,670,670,0,0,0,12,4300,632,180,12,1
1254,87,87,0,0,0,2,6500,303,308,12,0
1488,35,0,35,0,0,2,2000,2134,19443,12,0
0,990,0,990,0,0,9,1500,0,,11,0
5825,633,0,633,1249,10,32,6700,1697,1817,12,0
2541,383,0,383,0,0,12,2900,1721,1410,12,0
673,638,638,0,2421,15,10,8000,790,186,6,0
951,279,279,0,553,7,1,1200,347,331,12,0
3316,1435,740,695,5802,25,22,6000,4608,2742,12,0
1384,1095,235,860,99,1,26,6000,1131,415,12,0
717,378,0,378,802,8,7,1000,212,318,7,0
542,424,424,0,0,0,12,2500,770,211,12,0
758,2553,568,1985,0,0,25,7000,2560,242,12,0
5311,1350,888,462,4258,13,21,6000,2213,2430,12,0
735,218,218,0,952,1,1,1500,993,165,8,0
4763,0,0,0,450,4,0,5000,806,1328,7,0
62,792,569,223,0,0,22,4500,893,177,12,1
3806,0,0,0,2133,9,0,4000,863,804,11,0
92,843,843,0,0,0,12,9500,655,151,12,1
1181,243,0,243,57,2,12,1200,498,592,12,0
2953,320,188,132,261,1,11,10000,8973,719,12,0
4479,0,0,0,2079,4,0,9000,1355,1040,12,0
4380,0,0,0,404,3,0,4500,776,1327,9,0
1111,3385,2344,1040,0,0,47,6000,0,,12,0
1279,0,0,0,451,2,0,1800,0,,12,0
7291,3509,2299,1210,65,1,73,12000,1543,2581,12,0
7899,0,0,0,11657,12,0,13000,1647,2155,12,0
73,0,0,0,135,3,0,200,94,157,12,0
188,116,116,0,0,0,2,4000,244,170,12,0
382,1266,1154,113,0,0,21,1500,694,179,12,0
5853,723,269,454,5817,10,8,9000,1771,1790,12,0
5131,0,0,0,7217,3,0,13000,1194,1190,12,0
290,345,220,125,0,0,11,6000,377,184,11,0
103,2045,1294,750,0,0,24,10000,2329,65,12,0
225,389,119,270,0,0,7,1500,672,172,12,0
1432,0,0,0,354,7,0,1500,525,541,12,0
1509,0,0,0,1281,14,0,5000,450,570,12,0
676,1315,1265,50,0,0,18,4000,0,,12,0
684,7388,3895,3493,0,0,50,8000,6874,229,12,1
679,59,0,59,272,1,1,1200,1669,520,12,0
2628,1918,1368,550,1052,11,57,7000,3129,759,12,0
145,151,0,151,0,0,10,2500,218,162,11,0
0,0,0,0,0,0,1,4000,0,0,12,0
4200,11653,6885,4769,0,0,84,16500,13660,1057,12,0
2288,177,88,89,0,0,5,5000,713,667,12,0
5312,400,289,111,7412,19,10,7500,13818,6729,12,0
1851,6007,5507,500,0,0,93,7600,5390,586,12,0
692,200,200,0,300,1,2,9950,816,158,10,0
163,461,461,0,0,0,2,1500,163,78,12,0
183,2463,1296,1167,0,0,44,9500,2363,115,12,0
483,3228,3228,0,0,0,34,600,3304,476,12,0
3676,2743,1300,1444,1095,1,78,6000,1859,1076,12,0
242,686,686,0,0,0,5,1600,80,142,12,0
19,429,0,429,0,0,7,10500,419,73,12,0
2,116,116,0,0,0,2,4500,0,,6,0
3515,2864,1216,1648,2880,40,91,5500,3362,1988,12,0
200,287,0,287,0,0,12,4500,1110,70,12,0
5219,100,0,100,491,3,1,6000,1300,1253,12,0
1566,1677,615,1062,0,0,22,4500,7365,815,12,0
2672,0,0,0,1348,4,0,7500,5983,1143,12,0
166,798,798,0,0,0,1,9500,2403,208,12,0
14100,4996,3403,1593,20713,36,34,16500,20418,21235,12,0
1819,5672,2086,3586,0,0,58,6000,835,540,12,0
0,179,0,179,0,0,12,1900,0,,12,0
20,310,310,0,0,0,13,5500,323,80,12,1
176,0,0,0,54,2,0,1800,324,209,12,0
923,224,224,0,1845,8,3,1700,2232,468,12,0
1886,676,676,0,233,3,5,2000,657,578,12,0
1045,946,706,241,886,6,27,1500,2139,730,10,0
2876,0,0,0,741,8,0,3000,729,1821,12,0
28,824,0,824,0,0,26,2500,673,69,12,0
396,287,52,234,0,0,15,1000,233,188,12,0
1641,0,0,0,2990,4,0,3000,4400,500,12,0
2421,0,0,0,3702,8,0,3000,1608,522,10,0
891,757,757,0,0,0,9,3000,1965,277,12,0
57,339,339,0,0,0,2,7000,354,199,12,0
2013,60,60,0,4622,20,1,3500,3429,657,12,0
4859,0,0,0,4835,12,0,8000,1127,1204,12,0
224,1523,990,533,0,0,60,7500,1306,201,12,0
26,300,0,300,0,0,4,7500,308,87,12,0
2674,435,435,0,3668,2,3,5000,1144,587,11,0
1864,0,0,0,1998,1,0,3000,750,440,12,0
15,170,0,170,0,0,10,7000,191,73,11,1
2012,1279,243,1036,197,1,50,4500,657,862,12,0
1110,0,0,0,570,1,0,3500,3545,555,12,0
727,5497,5497,0,0,0,33,1700,4208,193,12,0
1813,0,0,0,2804,1,0,9000,962,952,12,0
43,324,324,0,0,0,12,1800,350,190,12,0
1771,1176,0,1176,0,0,12,1700,1350,2973,12,0
521,0,0,0,1002,3,0,1150,1220,146,12,0
605,764,331,433,797,7,25,10500,1985,215,12,0
681,8041,2947,5094,0,0,66,7000,6332,194,12,1
2337,191,191,0,4066,10,4,3500,8320,1424,12,0
40,453,0,453,0,0,18,5000,426,179,12,1
1382,78,0,78,301,2,1,2500,639,398,12,0
8539,0,0,0,4070,8,0,11000,2459,2082,12,0
510,32,32,0,0,0,1,1500,1396,238,12,0
1009,1393,1393,0,0,0,7,9000,1266,274,12,0
723,2095,238,1857,0,0,25,5000,1509,283,12,0
1,60,0,60,0,0,1,1700,0,,12,0
126,0,0,0,1170,2,0,1200,1132,79,12,0
976,6898,0,6898,0,0,6,6150,8338,6704,12,0
1129,1211,0,1211,0,0,42,4000,3391,341,12,0
2306,360,0,360,2843,6,11,4000,1483,2056,12,0
884,187,0,187,0,0,9,1000,264,435,12,0
875,386,317,69,290,2,8,2000,358,232,12,0
445,3735,3735,0,0,0,7,4000,5809,180,12,1
0,1200,1200,0,0,0,1,2500,14230,,12,0
333,770,0,770,0,0,7,5500,559,217,12,0
102,610,86,524,0,0,40,1500,325,153,12,0
4143,1074,1074,0,190,3,21,6000,927,1176,12,0
43,708,326,382,0,0,20,3000,755,149,12,1
146,3140,2499,641,0,0,41,5000,2991,177,12,1
3877,0,0,0,4269,11,0,7500,1343,940,12,0
1593,2298,684,1614,555,3,53,4500,1082,347,12,0
933,183,0,183,2305,7,3,2500,1755,248,12,0
58,439,439,0,0,0,1,7500,1748,271,12,0
2515,3172,1653,1519,656,2,41,6800,2646,692,12,0
1514,70,70,0,0,0,2,1700,2085,3812,11,0
80,1548,29,1520,0,0,21,9500,1105,150,12,1
93,160,160,0,0,0,1,5200,633,492,12,0
459,493,0,493,0,0,12,6000,2112,200,12,0
1387,0,0,0,700,7,0,1500,849,520,12,0
4565,1701,1323,379,0,0,39,12000,1205,1141,12,0
1709,339,339,0,0,0,4,2000,613,476,12,0
95,1028,93,935,0,0,28,18000,1041,174,12,0
6204,0,0,0,2345,8,0,7500,1381,2174,12,0
65,364,364,0,0,0,12,6000,343,171,12,0
24,230,0,230,0,0,7,4000,0,,12,0
2272,0,0,0,2867,5,0,8000,328,366,8,0
5001,3310,3073,238,2020,1,28,7500,2633,2412,12,0
3724,0,0,0,1138,6,0,4500,930,978,12,0
348,695,695,0,0,0,1,4000,471,180,12,0
846,8397,6812,1585,0,0,118,10000,8068,203,12,1
40,46,46,0,0,0,1,3000,831,238,12,0
3492,0,0,0,523,1,0,12500,1350,791,11,0
719,734,180,554,0,0,8,1000,285,282,12,0
1185,306,234,72,1314,8,7,3000,501,673,10,0
4285,4235,4235,0,0,0,29,10000,1660,1244,12,0
989,430,420,10,1030,4,13,1500,195,180,8,0
3126,3357,2197,1160,0,0,154,7000,1150,707,12,0
3912,2081,672,1408,1830,5,42,6000,1018,888,12,0
469,5118,2562,2555,0,0,81,4300,5271,216,12,0
3544,1363,0,1363,0,0,15,7500,1027,1039,12,0
1218,0,0,0,4468,12,0,2500,3341,385,11,0
680,636,106,530,2526,10,19,12000,310,266,12,0
1431,0,0,0,1415,1,0,1500,236,443,12,0
132,789,787,2,0,0,14,5000,2024,188,12,1
36,294,0,294,0,0,6,1200,502,189,12,0
129,0,0,0,490,1,0,1200,199,83,12,0
3986,20,20,0,1306,5,1,6000,1203,1149,12,0
1726,224,224,0,265,1,1,5000,1735,534,12,0
949,679,201,478,0,0,44,2000,1750,612,12,0
72,1000,1000,0,0,0,1,1200,93,21,12,0
33,392,0,392,0,0,9,6500,405,163,12,1
3823,1000,1000,0,0,0,1,5000,1161,1337,12,0
580,760,85,675,995,5,24,4000,1194,1174,12,0
9,127,127,0,0,0,2,4000,0,,12,0
1510,0,0,0,1784,5,0,3500,513,518,12,0
1289,0,0,0,3233,3,0,3500,4919,409,11,0
4825,5855,5855,0,0,0,26,7000,3866,1233,12,0
5798,0,0,0,4639,12,0,6000,1937,2327,12,0
10,0,0,0,691,3,0,1200,0,,12,0
6929,18,0,18,14836,1,5,18000,22282,1593,12,0
1726,0,0,0,753,3,0,1700,1170,2116,12,0
476,5422,5422,0,0,0,34,10500,5511,184,12,1
961,0,0,0,1124,2,0,1200,276,565,12,0
1364,0,0,0,253,1,0,1500,513,314,12,0
114,798,798,0,0,0,1,5000,4372,84,12,0
10,202,0,202,0,0,10,1500,196,150,11,0
27,401,116,285,0,0,19,2500,465,148,12,1
158,1264,87,1177,0,0,8,10000,1459,102,7,1
2336,924,0,924,432,2,48,2500,875,845,12,0
316,90,0,90,0,0,5,4700,301,202,12,0
454,239,0,239,0,0,6,1500,94,106,7,0
1914,539,488,51,0,0,9,2000,1023,980,12,0
9061,0,0,0,366,1,0,10000,2524,4676,12,0
3239,3019,3019,0,4158,9,6,5500,3369,703,12,0
2450,0,0,0,658,1,0,3000,693,607,12,0
342,634,66,568,368,1,6,4500,1625,155,12,0
8983,0,0,0,3518,5,0,12500,1943,3320,12,0
2276,1344,1262,81,0,0,25,3000,719,564,12,0
54,346,0,346,0,0,11,4500,238,137,12,0
984,600,590,10,0,0,5,3000,783,204,12,0
2733,1043,309,734,123,1,53,3000,1691,1051,12,0
5795,0,0,0,7363,3,0,12500,7570,1489,12,0
2944,12,12,0,245,2,1,3000,628,1289,12,0
1694,2440,1374,1066,1069,7,45,5500,1475,508,12,0
190,369,0,369,991,1,6,2500,293,101,6,0
1690,0,0,0,1359,4,0,3500,374,640,12,0
3048,1271,1239,32,0,0,24,3200,1216,1864,12,0
419,450,450,0,1365,3,1,9500,4276,152,12,0
2998,35131,34088,1043,0,0,344,12000,28897,767,12,1
45,640,0,640,0,0,10,6000,596,77,11,0
5644,6142,5070,1071,1004,6,92,13000,11515,1495,12,0
2714,0,0,0,318,4,0,3000,665,880,12,0
96,102,102,0,98,3,3,3000,307,174,12,0
1679,0,0,0,76,2,0,1800,244,4511,12,0
14,164,0,164,0,0,11,1500,139,152,11,1
8261,3710,2421,1289,2379,47,79,8500,6847,7794,12,0
4900,0,0,0,424,5,0,5000,880,1651,11,0
139,1334,664,670,0,0,14,7500,1001,142,12,0
4,71,0,71,0,0,12,6000,55,41,12,0
592,6228,3455,2773,0,0,117,4500,6052,170,12,1
1212,0,0,0,119,2,0,1200,414,939,12,0
9,513,353,160,0,0,10,2500,908,67,12,0
33,546,546,0,0,0,4,2000,1101,151,12,1
174,0,0,0,956,1,0,1200,238,200,12,0
148,1329,1329,0,0,0,4,4000,4606,108,12,1
350,3201,2098,1103,0,0,50,7000,3120,193,12,1
817,7967,7839,128,0,0,81,10000,8455,194,12,1
3177,5878,5431,447,0,0,100,6000,6687,1476,12,0
14,260,0,260,0,0,7,7000,357,143,12,1
117,626,626,0,0,0,6,11000,628,207,11,0
330,0,0,0,930,1,0,6500,2049,326,12,0
1088,565,358,207,0,0,16,1400,443,473,12,0
410,190,190,0,1986,6,2,11500,300,174,12,0
3,16,16,0,0,0,1,5500,656,120,12,1
1958,277,0,277,0,0,4,3000,566,404,12,0
76,856,856,0,0,0,3,2300,427,69,11,0
1460,394,134,260,0,0,35,1500,439,848,12,0
1033,22,0,22,1239,5,1,3000,256,490,12,0
2255,123,100,23,0,0,2,9000,3738,630,12,0
1798,0,0,0,479,1,0,6300,1193,565,12,0
179,1526,1526,0,0,0,26,13500,1482,191,12,1
1119,267,0,267,0,0,2,1400,1041,668,12,0
2046,3976,3299,678,0,0,23,7000,3413,514,12,0
473,358,0,358,1819,2,6,2500,485,309,12,1
1895,0,0,0,1930,2,0,5500,767,439,12,0
1067,0,0,0,216,6,0,1200,223,263,12,0
4896,0,0,0,396,3,0,5000,1289,1829,12,0
58,440,0,440,0,0,11,6500,463,189,12,1
501,1199,447,752,0,0,17,6500,495,183,12,0
1423,159,159,0,0,0,3,1600,468,305,10,0
424,0,0,0,1678,4,0,1500,316,111,12,0
3894,1202,0,1202,995,2,7,4000,1734,3619,12,0
20,221,0,221,0,0,9,2500,275,146,12,1
0,0,0,0,97,1,0,1500,1359,14,12,0
1127,0,0,0,86,2,0,1200,354,232,12,0
8122,231,52,179,2992,18,14,12000,2144,2870,12,0
54,186,45,141,0,0,5,4000,367,128,12,0
58,0,0,0,839,5,0,1200,2616,54,6,1
2553,551,0,584,0,0,24,3000,479,1080,12,0
437,1936,1539,397,397,1,34,4000,2449,190,12,0
5523,0,0,0,4105,5,0,6500,4355,1018,9,0
2088,0,0,0,1110,2,0,6000,477,568,12,0
163,1327,1023,303,0,0,26,6000,967,146,12,0
263,0,0,0,838,2,0,1700,280,187,11,0
1031,25,25,0,0,0,2,3000,1135,237,12,0
1420,394,394,0,0,0,8,1500,474,617,12,0
6,74,74,0,0,0,1,4000,72,16,12,0
1969,0,0,0,1804,7,0,10500,596,577,12,0
488,4909,2290,2619,0,0,108,7500,4590,195,12,1
945,449,0,449,0,0,18,1000,643,495,12,0
5561,0,0,0,3041,17,0,6000,2194,1559,12,0
4705,888,811,77,766,2,15,6000,1092,1108,12,0
4803,0,0,0,287,1,0,5000,987,1853,12,0
1725,2075,1842,233,0,0,25,8500,3793,452,12,0
3422,0,0,0,287,1,0,8500,1388,802,12,0
99,1497,429,1068,0,0,48,5000,1760,165,12,0
4353,0,0,0,301,3,0,4650,984,2433,12,0
4506,1948,546,1402,1870,2,27,11500,2399,1166,12,0
231,1548,1548,0,0,0,12,9000,1231,197,12,0
5199,271,204,67,1014,7,7,10000,1328,1215,12,0
461,805,805,0,1916,4,6,7000,708,190,12,0
422,2749,1624,1125,0,0,48,4500,2685,170,12,0
138,237,0,237,1114,2,12,1200,1233,110,12,0
5376,5899,3732,2167,0,0,112,6000,2817,2785,12,0
2557,2131,749,1382,0,0,55,5000,0,,12,0
3972,722,175,547,0,0,53,13500,1170,1355,12,0
2455,461,24,437,0,0,6,8000,1010,681,12,0
8695,0,0,0,2773,2,0,17500,2354,2581,12,0
2682,316,316,0,6629,28,4,6000,1618,907,12,0
3359,328,328,0,8417,27,2,5000,6699,1654,12,0
197,1915,1808,107,0,0,67,7500,1776,175,12,1
818,0,0,0,1285,4,0,1500,1214,285,12,0
0,0,0,0,182,1,0,2500,1141,,12,0
3703,0,0,0,3097,9,0,6000,2617,786,12,0
74,600,0,600,0,0,12,3000,574,166,12,1
241,0,0,0,643,1,0,1500,915,195,12,0
187,2816,2566,250,0,0,19,6000,2079,163,12,1
380,0,0,0,925,1,0,1500,2652,190,12,0
647,369,0,369,0,0,9,12500,738,246,12,0
78,0,0,0,7156,2,0,15000,11241,17,12,0
137,1134,1134,0,0,0,4,16500,4802,234,12,0
4859,9282,1579,7703,4446,1,111,9000,16823,3983,12,0
952,284,0,284,0,0,11,1000,611,607,12,0
70,1009,180,829,0,0,14,6000,1321,151,12,1
4253,2173,1492,681,0,0,45,11000,1426,1218,12,0
1282,0,0,0,201,2,0,1500,246,575,11,0
27,225,0,225,0,0,7,3000,264,168,12,1
286,1265,894,372,0,0,24,7000,1791,197,12,0
2034,929,298,632,1567,1,20,3500,1291,1844,12,0
2525,0,0,0,2893,2,0,3000,684,751,11,0
18,257,0,257,0,0,6,2000,307,110,9,1
2571,0,0,0,6537,16,0,3000,4514,583,12,0
3253,230,74,156,4497,5,11,4500,567,954,6,0
817,1091,1091,0,0,0,1,2600,767,292,12,0
426,0,0,0,1620,7,0,9000,6271,308,12,0
212,1699,1699,0,0,0,10,3000,2866,191,12,1
3298,385,385,0,0,0,1,7100,911,785,12,0
2760,0,0,0,1064,6,0,3000,665,657,12,0
44,356,356,0,0,0,2,16500,837,206,12,0
405,916,916,0,0,0,14,500,628,202,12,0
4663,1325,1325,0,0,0,5,4500,2064,6004,12,0
209,1957,0,1957,0,0,12,4000,1800,178,12,1
71,760,432,327,0,0,25,7800,691,182,12,1
1025,0,0,0,58,3,0,1200,292,311,12,0
135,2300,2093,207,0,0,13,6000,3251,154,12,1
16,80,0,80,0,0,2,5000,140,70,12,0
2792,232,0,232,0,0,6,3000,1828,1109,12,0
294,840,840,0,2019,12,11,3000,2585,102,7,1
1,0,0,0,18,1,0,9000,82,60,12,1
2,21,0,21,0,0,1,2900,243,112,12,0
1674,422,335,87,0,0,11,1700,790,692,12,0
1539,100,100,0,0,0,1,3000,420,450,12,0
1676,0,0,0,774,8,0,1800,477,488,12,0
6981,0,0,0,5796,3,0,18000,6003,1711,12,0
2255,0,0,0,551,2,0,2500,583,783,12,0
1325,0,0,0,1895,1,0,4500,187,566,12,0
2361,0,0,0,4233,14,0,3000,3284,997,12,0
1050,0,0,0,438,1,0,1500,221,277,12,0
313,1032,1032,0,0,0,10,3000,2534,122,12,0
382,288,165,123,0,0,6,2500,1880,140,12,0
7347,0,0,0,3727,5,0,11500,2367,1864,12,0
58,0,0,0,470,1,0,1000,151,190,12,0
882,289,270,19,0,0,3,1000,450,400,12,0
789,2054,1095,959,0,0,15,2500,1875,239,12,0
22,256,0,256,0,0,11,2500,283,169,12,1
6978,1051,174,877,5146,10,12,7500,3757,3084,12,0
1204,675,227,448,0,0,11,7500,742,286,12,0
1712,1659,1152,507,0,0,13,6500,775,545,12,0
870,0,0,0,875,4,0,3000,284,352,12,0
1409,144,144,0,0,0,1,3000,432,301,12,0
1034,0,0,0,1535,38,0,1500,1716,260,8,0
604,60,60,0,55,2,1,1200,1543,318,12,0
438,5044,3016,2029,0,0,35,5500,4591,186,12,1
1,23,23,0,0,0,1,3000,0,,12,0
1164,0,0,0,80,3,0,1200,282,602,12,0
2684,0,0,0,2780,5,0,4500,424,1124,12,0
552,1867,1075,792,0,0,35,3000,3158,481,12,0
6832,6508,0,6508,0,0,72,6000,8210,13622,12,0
1156,981,326,655,0,0,12,1200,1280,1177,12,0
376,1567,1567,0,830,1,14,2500,2696,188,12,1
13968,282,9,273,2711,12,9,18500,3464,3360,12,0
1847,186,118,69,0,0,8,2000,495,575,12,0
6629,0,0,0,12179,31,0,8000,10118,2189,12,0
1495,2324,2083,241,0,0,34,8500,2326,432,12,0
2255,0,0,0,2706,3,0,3000,504,570,11,0
1539,0,0,0,1156,4,0,3500,369,475,12,0
3036,0,0,0,711,14,0,6000,711,702,12,0
105,1345,1345,0,0,0,12,1700,1461,176,12,0
2447,0,0,0,5281,6,0,5000,5695,696,12,0
295,0,0,0,2033,4,0,1200,2782,175,12,0
823,531,359,172,0,0,10,3000,268,117,7,0
4434,0,0,0,1434,9,0,5500,6802,1209,12,0
2786,0,0,0,144,1,0,3000,447,734,10,0
10117,10167,3300,6867,0,0,45,14000,2190,4253,12,0
9441,0,0,0,5831,13,0,13000,2031,2432,12,0
1436,419,419,0,0,0,4,2150,950,466,12,0
1161,3727,664,3063,0,0,89,3000,3313,310,12,0
635,20,0,20,0,0,1,6000,610,247,12,0
46,12,0,12,166,3,12,1200,40,47,12,0
969,258,46,212,0,0,4,1000,623,842,12,0
201,1957,1799,158,0,0,49,6000,1935,194,12,1
1635,1063,1006,57,0,0,15,1800,585,1333,12,0
1840,488,0,488,267,1,9,3500,791,385,12,0
6743,5591,1771,3821,1074,4,162,9500,2314,1683,12,0
1267,0,0,0,1254,8,0,1500,209,471,12,0
2779,1973,1973,0,0,0,2,6500,631,728,12,0
1139,328,249,79,0,0,9,1200,559,903,12,0
195,0,0,0,369,1,0,8500,154,165,12,0
9,80,80,0,0,0,1,7500,76,15,12,0
117,0,0,0,279,1,0,750,657,189,12,0
3803,2026,541,1485,0,0,51,5600,1354,990,12,0
842,2482,2482,0,0,0,9,5000,525,276,9,0
154,0,0,0,962,1,0,1800,19,37,12,0
382,4163,918,3245,0,0,60,5000,4104,191,12,1
4375,32,0,32,1830,1,1,6000,2303,1141,12,0
195,1902,1902,0,0,0,11,7000,1897,148,12,1
2606,0,0,0,4128,5,0,12000,2077,601,12,0
346,3561,1543,2019,0,0,39,5500,3157,141,12,1
405,556,0,556,0,0,11,1500,229,256,12,0
1,0,0,0,39,1,0,6000,109,36,12,0
359,411,411,0,4327,9,4,2500,6981,137,12,0
36,463,0,463,0,0,4,7500,1070,103,12,0
2198,0,0,0,1183,2,0,5000,5234,765,12,0
2525,490,0,490,1471,20,6,6000,1130,797,12,0
3040,5988,4485,1504,0,0,68,7000,2459,878,12,0
22,135,65,70,0,0,3,3000,42,82,6,0
1077,4343,3110,1233,386,6,33,6900,4105,322,12,0
59,529,108,420,0,0,12,2000,540,115,12,1
1718,423,423,0,3406,25,4,3500,3752,797,12,0
3908,2001,148,1854,467,2,141,4000,2111,3216,12,0
1189,1122,1122,0,1426,9,9,4000,3232,319,12,0
18496,5288,3657,1631,0,0,76,22000,4246,4227,12,0
494,583,240,343,0,0,25,2000,371,334,12,0
520,2171,2171,0,0,0,20,1500,1944,180,12,0
4592,0,0,0,179,3,0,5000,1010,1919,12,0
2956,0,0,0,3605,12,0,11000,4399,641,10,0
2667,0,0,0,779,2,0,3000,661,769,12,0
2016,1446,494,953,0,0,27,13000,4538,564,12,0
8,85,0,85,0,0,8,7000,100,78,12,0
3448,205,205,0,4548,7,1,10500,665,818,11,0
656,264,203,62,0,0,6,1500,180,295,12,0
3063,1646,556,1091,2935,5,28,4500,6543,2016,12,0
479,780,656,125,144,1,12,1500,1842,218,12,0
697,1027,567,460,0,0,13,2000,1823,175,12,0
49,633,0,633,0,0,21,1500,626,169,12,1
54,257,257,0,0,0,3,6500,423,64,12,0
3494,2218,578,1640,2452,10,59,6500,2126,1673,12,0
180,811,0,811,0,0,20,2500,700,201,12,0
64,627,589,38,0,0,10,3000,451,167,12,1
1090,349,0,349,1478,4,7,1500,231,851,6,0
123,0,0,0,1197,2,0,7000,2592,112,12,0
71,1167,0,1167,0,0,12,3000,1138,163,12,1
1045,1143,346,797,0,0,61,5000,1882,249,12,0
810,692,692,0,992,4,4,1500,1396,264,12,0
2165,0,0,0,1016,6,0,2500,436,746,12,0
124,506,146,360,0,0,14,6000,662,185,12,0
546,0,0,0,2499,7,0,3000,340,513,12,0
1032,0,0,0,1144,4,0,1200,239,613,12,0
317,2394,801,1593,2146,3,80,10000,4440,176,12,1
716,0,0,0,1349,6,0,1500,1967,234,12,0
25,721,721,0,19,1,12,9000,664,3,12,0
826,192,161,31,0,0,5,1200,443,237,12,0
135,0,0,0,447,1,0,2500,415,200,11,0
3750,0,0,0,103,1,0,8000,1378,933,11,0
17,186,65,121,0,0,4,600,28,55,12,0
70,41,0,41,0,0,4,1200,148,163,12,0
2224,82,82,0,1571,12,5,2500,487,969,12,0
564,1233,501,732,451,1,31,4000,858,218,12,0
28,303,0,303,0,0,3,3000,775,178,12,0
1019,0,0,0,2584,8,0,13000,1703,243,12,0
1221,1046,959,87,1479,9,21,2500,269,325,9,0
57,326,326,0,0,0,3,3200,1301,137,12,0
1604,2620,2620,0,3041,3,10,6000,2045,330,10,0
39,375,92,283,0,0,11,1600,767,168,12,1
378,1884,1884,0,105,1,10,5000,2250,164,12,0
3291,975,975,0,0,0,25,10000,1065,922,12,0
67,551,0,551,0,0,16,4000,521,151,12,0
1987,545,0,545,0,0,14,2000,1124,1835,12,0
870,371,139,232,710,15,11,1000,541,215,12,0
54,469,0,469,0,0,6,1500,447,99,7,1
152,1234,1234,0,0,0,3,10000,2838,111,12,0
6,827,0,827,0,0,12,6600,756,35,12,0
5,0,0,0,1284,1,0,3000,1282,58,12,0
190,322,239,83,0,0,3,6500,524,176,12,0
1646,150,150,0,0,0,1,1800,551,690,12,0
8044,100,100,0,3216,8,3,12500,1866,2518,12,0
2155,66,66,0,5479,30,1,5000,5100,567,12,0
5620,2458,1353,1105,6088,16,35,8000,1141,1825,7,0
429,170,170,0,0,0,2,6500,695,211,12,0
1136,92,0,92,82,3,3,1200,356,435,11,0
485,960,960,0,532,2,1,2000,200,146,7,0
97,537,537,0,626,3,12,1500,1134,185,12,1
19,86,0,86,0,0,4,2000,266,178,12,0
76,1117,0,1117,0,0,16,5000,1061,184,12,1
1354,0,0,0,603,11,0,1500,314,394,12,0
1277,3356,1917,1439,888,4,61,4000,1255,391,12,0
1119,134,134,0,269,3,3,1200,427,321,12,0
889,9752,5897,3855,0,0,115,4500,8418,207,12,1
23,201,201,0,0,0,12,3000,190,137,12,0
55,805,0,805,0,0,24,4000,798,149,12,1
433,128,128,0,0,0,1,4750,240,297,12,0
3626,475,0,475,1634,6,13,8500,1928,1014,12,0
535,977,251,726,0,0,18,7000,743,238,12,0
3645,2312,2312,0,0,0,12,4500,1778,1144,12,0
12,2292,2004,288,96,1,36,7500,2411,42,12,0
392,81,81,0,2867,3,1,1500,3855,150,9,0
5602,0,0,0,3450,11,0,6000,1308,1275,12,0
240,3510,1733,1778,0,0,37,6500,3868,188,12,1
1500,274,239,35,889,4,6,3000,500,354,12,0
1089,639,639,0,444,5,11,3000,1096,271,12,0
952,0,0,0,1202,16,0,1200,218,376,8,0
1269,17945,17945,0,0,0,3,18000,50721,1150,12,0
935,1758,672,1086,1010,5,8,1800,2279,1396,12,0
5,68,0,68,0,0,6,4000,126,97,12,1
5544,0,0,0,2231,9,0,6000,1265,1978,12,0
78,431,0,431,0,0,8,1000,343,109,8,0
