Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,Male,disloyal Customer,61,Business travel,Business,1433,3,3,3,1,2,3,2,2,5,4,5,3,4,2,21,17
0,Male,disloyal Customer,61,Business travel,Business,1339,3,3,3,1,3,3,3,3,5,2,5,5,4,3,6,0
0,Female,disloyal Customer,60,Business travel,Business,2287,3,3,3,1,1,3,1,1,5,5,5,4,5,1,0,0
0,Male,disloyal Customer,23,Business travel,Eco,3645,3,3,3,1,3,2,3,5,5,4,4,3,3,3,3,24
0,Female,disloyal Customer,59,Business travel,Business,2225,3,3,3,1,1,3,1,1,4,5,5,5,5,1,125,120
0,Female,disloyal Customer,35,Business travel,Eco,3178,3,3,3,1,3,1,4,2,3,3,2,4,5,4,0,6
0,Female,disloyal Customer,59,Business travel,Eco Plus,2113,3,3,3,1,5,3,5,5,1,3,1,4,2,5,22,21
0,Female,disloyal Customer,16,Business travel,Eco,2409,3,3,3,1,1,3,1,1,3,1,3,4,1,1,2,0
0,Female,disloyal Customer,58,Business travel,Business,2089,3,3,3,1,2,3,5,2,4,2,5,4,4,2,0,0
0,Male,disloyal Customer,30,Business travel,Eco,2433,3,3,3,1,3,2,5,5,5,3,3,5,4,5,118,153
0,Female,disloyal Customer,57,Business travel,Business,2304,3,3,3,1,4,3,4,4,4,2,5,5,4,4,0,7
0,Male,disloyal Customer,23,Business travel,Eco,3273,3,3,3,1,1,3,4,1,4,1,4,1,2,1,0,16
0,Male,disloyal Customer,56,Business travel,Business,1475,3,3,3,1,2,3,3,2,4,3,4,5,5,2,0,0
0,Female,disloyal Customer,55,Business travel,Business,3675,3,3,3,1,1,3,3,1,3,3,3,4,4,1,0,0
0,Male,disloyal Customer,24,Business travel,Eco,2464,3,3,3,1,4,3,3,4,5,5,3,4,4,4,0,0
0,Male,disloyal Customer,23,Business travel,Eco,3019,3,3,3,1,5,3,5,5,3,4,3,5,5,5,0,0
0,Female,disloyal Customer,28,Business travel,Eco,3430,3,3,3,1,5,3,5,5,3,2,1,3,2,5,4,0
0,Female,disloyal Customer,54,Business travel,Business,1194,3,3,3,1,3,3,4,3,4,3,4,5,4,3,0,0
0,Female,disloyal Customer,54,Business travel,Business,1308,3,3,3,1,2,3,2,2,4,5,4,5,4,2,84,73
0,Male,disloyal Customer,54,Business travel,Business,3021,3,3,3,1,4,3,4,4,5,2,3,5,4,4,0,3
0,Male,disloyal Customer,52,Business travel,Business,2243,3,3,3,1,4,3,4,4,5,2,5,3,5,4,0,0
0,Male,disloyal Customer,43,Business travel,Eco,3418,3,3,3,1,3,3,5,3,2,4,3,2,2,3,0,0
0,Male,disloyal Customer,50,Business travel,Business,3086,3,3,3,1,1,3,1,1,4,2,3,5,4,1,0,6
0,Female,disloyal Customer,50,Business travel,Business,1638,3,3,3,1,3,3,3,3,3,5,5,4,4,3,21,0
0,Male,disloyal Customer,50,Business travel,Business,1503,3,3,3,1,3,3,4,3,4,3,4,3,4,3,1,16
0,Female,disloyal Customer,50,Business travel,Eco Plus,1520,3,3,3,1,4,3,4,4,5,3,1,1,1,4,0,0
0,Male,disloyal Customer,49,Business travel,Business,3188,3,3,3,1,5,3,5,5,5,3,4,3,5,5,0,0
0,Female,disloyal Customer,49,Business travel,Business,2570,3,3,3,1,2,3,2,2,3,5,4,5,4,2,0,0
0,Female,disloyal Customer,49,Business travel,Business,2445,3,3,3,1,3,3,3,3,5,2,4,5,5,3,13,64
0,Female,disloyal Customer,27,Business travel,Eco,2784,3,3,3,1,2,3,5,2,1,1,5,2,4,2,1,0
0,Female,disloyal Customer,48,Business travel,Business,1696,3,3,3,1,5,3,5,5,5,3,5,5,5,5,3,8
0,Male,disloyal Customer,48,Business travel,Business,2754,3,3,3,1,2,3,1,2,5,3,5,3,5,2,0,0
0,Male,disloyal Customer,48,Business travel,Business,2735,3,3,3,1,5,3,5,5,3,5,5,3,4,5,32,41
0,Male,disloyal Customer,48,Business travel,Business,1699,3,3,3,1,4,3,4,4,5,2,4,3,4,4,5,4
0,Male,disloyal Customer,48,Business travel,Business,1164,3,3,3,1,5,3,5,5,5,5,4,3,4,5,0,0
0,Female,disloyal Customer,47,Business travel,Business,1991,3,3,3,1,5,3,5,5,4,2,4,3,5,5,13,15
0,Female,disloyal Customer,47,Business travel,Business,2077,3,3,3,1,2,3,2,2,5,4,5,4,4,2,0,0
0,Female,disloyal Customer,47,Business travel,Eco Plus,2049,3,3,3,1,5,3,5,5,4,5,5,5,3,5,28,31
0,Male,disloyal Customer,47,Business travel,Business,2806,3,3,3,1,4,3,4,4,3,2,4,3,4,4,18,7
0,Male,disloyal Customer,20,Business travel,Eco,2559,3,3,3,1,2,3,2,2,4,2,3,3,2,2,9,0
0,Female,disloyal Customer,46,Business travel,Business,2664,3,3,3,1,5,3,5,5,3,3,5,5,4,5,53,41
0,Female,disloyal Customer,46,Business travel,Business,1672,3,3,3,1,5,3,3,5,3,4,4,4,5,5,0,0
0,Female,disloyal Customer,29,Business travel,Eco,2644,3,3,3,1,4,3,4,4,1,3,3,4,1,4,3,7
0,Female,disloyal Customer,45,Business travel,Business,1476,3,3,3,1,1,3,1,1,3,5,5,3,4,1,0,0
0,Female,disloyal Customer,45,Business travel,Business,1857,3,3,3,1,4,3,4,4,5,4,4,5,5,4,0,0
0,Male,disloyal Customer,45,Business travel,Business,2195,3,3,3,1,2,3,2,2,5,5,4,4,4,2,15,3
0,Male,disloyal Customer,45,Business travel,Business,2036,3,3,3,1,5,3,5,5,3,2,5,4,5,5,0,0
0,Male,disloyal Customer,8,Business travel,Eco,2077,3,3,3,1,5,3,5,5,3,4,4,5,4,5,1,0
0,Male,disloyal Customer,44,Business travel,Business,3326,3,3,3,1,4,3,1,4,5,2,4,3,5,4,15,0
0,Female,disloyal Customer,21,Business travel,Eco,2623,3,3,3,1,4,3,4,4,3,4,3,3,1,4,36,21
0,Female,disloyal Customer,25,Business travel,Eco,2064,3,3,3,1,3,3,3,3,3,1,1,3,2,3,0,0
0,Female,disloyal Customer,44,Business travel,Business,1336,3,3,3,1,1,3,1,1,4,2,5,4,4,1,0,0
0,Female,disloyal Customer,44,Business travel,Business,1542,3,3,3,1,5,3,4,5,5,3,5,4,4,5,0,0
0,Female,disloyal Customer,43,Business travel,Eco,2274,3,3,3,1,2,3,3,2,4,4,3,3,2,2,0,0
0,Male,disloyal Customer,44,Business travel,Business,1307,3,3,3,1,1,3,1,1,3,3,5,3,5,1,0,0
0,Male,disloyal Customer,44,Business travel,Business,1882,3,3,3,1,3,3,3,3,3,4,5,4,4,3,0,0
0,Male,disloyal Customer,20,Business travel,Eco,3110,3,3,3,1,3,3,3,3,1,4,2,3,1,3,0,0
0,Male,disloyal Customer,44,Business travel,Business,1992,3,3,3,1,5,3,5,5,5,2,4,4,4,5,1,0
0,Female,disloyal Customer,17,Business travel,Eco,2268,3,3,3,1,1,3,1,1,5,2,4,3,1,1,21,5
0,Male,disloyal Customer,43,Business travel,Business,3529,3,3,3,1,2,3,1,2,5,3,5,5,5,2,0,0
0,Male,disloyal Customer,24,Business travel,Eco,3404,3,3,3,1,3,3,3,3,5,2,5,4,5,3,0,0
0,Female,disloyal Customer,20,Business travel,Eco,2849,3,3,3,1,2,3,2,2,1,2,5,1,3,2,0,0
0,Male,disloyal Customer,43,Business travel,Business,2346,3,3,3,1,2,3,2,2,5,5,4,4,5,2,0,0
0,Male,disloyal Customer,43,Business travel,Business,1447,3,3,3,1,5,3,5,5,3,2,5,4,5,5,0,0
0,Male,disloyal Customer,43,Business travel,Eco Plus,1510,3,3,3,1,1,3,1,1,3,4,1,3,2,1,0,6
0,Female,disloyal Customer,21,Business travel,Eco,2896,3,3,3,1,5,3,3,5,5,2,5,4,5,5,0,0
0,Male,disloyal Customer,35,Business travel,Eco,3022,3,3,3,1,4,3,4,4,4,5,3,4,4,4,0,0
0,Female,disloyal Customer,42,Business travel,Business,3542,3,3,3,1,1,3,1,1,5,5,5,5,5,1,0,0
0,Female,disloyal Customer,42,Business travel,Business,1803,3,3,3,1,1,3,1,1,5,4,4,4,4,1,0,2
0,Female,disloyal Customer,42,Business travel,Business,1912,3,3,3,1,2,3,2,2,4,4,4,4,5,2,0,0
0,Female,disloyal Customer,42,Business travel,Business,1223,3,3,3,1,1,3,1,1,5,2,5,5,4,1,2,5
0,Female,disloyal Customer,22,Business travel,Eco,2977,3,3,3,1,4,3,4,4,4,4,4,5,5,4,0,0
0,Male,disloyal Customer,42,Business travel,Business,1823,3,3,3,1,5,3,1,5,5,5,5,4,4,5,0,0
0,Male,disloyal Customer,42,Business travel,Business,2298,3,3,3,1,4,3,4,4,5,2,5,3,4,4,0,0
0,Male,disloyal Customer,42,Business travel,Business,1229,3,3,3,1,5,3,2,5,2,1,5,2,3,5,0,0
0,Male,disloyal Customer,42,Business travel,Business,1193,3,3,3,1,4,3,4,4,3,1,4,3,1,4,60,55
0,Male,disloyal Customer,41,Business travel,Business,2382,3,3,3,1,5,3,1,5,5,4,5,3,5,5,0,0
0,Female,disloyal Customer,41,Business travel,Eco Plus,3264,3,3,3,1,3,4,4,1,1,4,1,4,1,4,10,26
0,Female,disloyal Customer,41,Business travel,Business,3942,3,3,3,1,5,3,5,5,3,3,4,3,4,5,0,0
0,Female,disloyal Customer,41,Business travel,Business,2943,3,3,3,1,2,3,2,2,4,2,5,5,4,2,0,0
0,Female,disloyal Customer,41,Business travel,Business,1475,3,3,3,1,5,5,5,5,2,5,2,5,3,5,0,0
0,Female,disloyal Customer,41,Business travel,Business,1183,3,3,3,1,5,3,5,5,2,2,1,5,3,5,0,0
0,Female,disloyal Customer,22,Business travel,Eco,2920,3,3,3,1,5,3,5,5,5,5,4,3,4,5,0,0
0,Male,disloyal Customer,41,Business travel,Business,1399,3,3,3,1,5,3,5,5,4,2,4,3,5,5,3,11
0,Male,disloyal Customer,25,Business travel,Eco,3213,3,3,3,1,3,4,4,2,4,4,5,4,1,4,0,4
0,Male,disloyal Customer,17,Business travel,Eco,2774,3,3,3,1,3,3,3,3,3,3,4,4,4,3,0,4
0,Female,disloyal Customer,8,Business travel,Eco,2443,3,3,3,1,1,3,1,1,4,5,5,3,4,1,0,0
0,Female,disloyal Customer,40,Business travel,Business,3347,3,3,3,1,4,3,4,4,3,3,3,3,4,4,26,4
0,Female,disloyal Customer,40,Business travel,Business,2344,3,3,3,1,4,3,5,4,3,4,4,3,4,4,60,55
0,Female,disloyal Customer,40,Business travel,Business,1720,3,3,3,1,1,3,1,1,3,2,4,5,5,1,11,9
0,Female,disloyal Customer,40,Business travel,Business,2249,3,3,3,1,3,3,3,3,5,5,4,4,5,3,0,0
0,Female,disloyal Customer,40,Business travel,Business,2090,3,3,3,1,3,3,3,3,5,4,4,5,4,3,2,0
0,Female,disloyal Customer,40,Business travel,Business,2013,3,3,3,1,4,3,4,4,5,4,4,5,5,4,22,13
0,Female,disloyal Customer,40,Business travel,Business,1363,3,3,3,1,3,3,3,3,1,3,3,2,2,3,0,0
0,Male,disloyal Customer,24,Business travel,Eco,2007,3,3,3,1,3,3,3,3,4,5,5,4,4,3,0,0
0,Female,disloyal Customer,38,Business travel,Eco,3194,3,3,3,1,4,3,4,4,1,2,2,3,2,4,0,0
0,Male,disloyal Customer,40,Business travel,Business,1761,3,3,3,1,5,3,5,5,3,3,4,3,5,5,0,0
0,Male,disloyal Customer,40,Business travel,Business,2218,3,3,3,1,2,3,2,2,4,4,4,5,4,2,4,8
0,Male,disloyal Customer,40,Business travel,Business,1595,3,3,3,1,1,3,1,1,4,3,5,3,5,1,3,9
0,Female,disloyal Customer,22,Business travel,Eco,1895,3,3,3,1,4,3,4,4,3,4,4,3,4,4,6,3
0,Female,disloyal Customer,24,Business travel,Eco,2723,3,3,3,1,3,3,3,3,4,1,5,3,5,3,0,0
0,Male,disloyal Customer,39,Business travel,Business,3812,3,3,3,1,4,3,4,4,4,2,3,4,5,4,0,0
0,Female,disloyal Customer,39,Business travel,Business,2956,3,3,3,1,1,3,1,1,3,3,3,1,5,1,46,39
0,Female,disloyal Customer,39,Business travel,Business,1755,3,3,3,1,4,3,4,4,5,2,4,4,4,4,1,0
0,Female,disloyal Customer,39,Business travel,Business,1946,3,3,3,1,3,3,3,3,2,3,5,1,5,3,0,0
0,Female,disloyal Customer,39,Business travel,Business,2212,3,3,3,1,5,3,5,5,4,5,5,2,3,5,0,0
0,Female,disloyal Customer,39,Business travel,Business,1569,3,3,3,1,2,3,2,2,3,3,4,3,5,2,0,0
0,Female,disloyal Customer,39,Business travel,Business,1972,3,3,3,1,3,3,3,3,3,4,5,4,5,3,4,0
0,Female,disloyal Customer,12,Business travel,Eco,2313,3,3,3,1,2,3,2,2,3,2,3,5,4,2,0,0
0,Female,disloyal Customer,39,Business travel,Eco Plus,1945,3,3,3,1,1,3,1,1,2,2,2,4,1,1,0,0
0,Female,disloyal Customer,35,Business travel,Eco,2241,3,3,3,1,2,3,4,2,1,5,2,4,2,2,0,0
0,Female,disloyal Customer,39,Business travel,Eco Plus,1140,3,3,3,1,4,3,4,4,2,2,2,2,5,4,0,0
0,Male,disloyal Customer,25,Business travel,Eco,2502,3,3,3,1,2,3,4,2,4,5,5,5,4,2,0,0
0,Male,disloyal Customer,23,Business travel,Eco,2885,3,3,3,1,2,3,2,2,4,3,4,1,1,2,0,0
0,Male,disloyal Customer,39,Business travel,Business,2210,3,3,3,1,4,3,4,4,5,5,5,5,5,4,8,4
0,Female,disloyal Customer,22,Business travel,Eco,2190,3,3,3,1,3,3,3,3,3,4,5,3,5,3,0,0
0,Male,disloyal Customer,35,Business travel,Eco,2102,3,3,3,1,1,3,1,1,4,4,5,2,1,1,0,0
0,Female,disloyal Customer,20,Business travel,Eco,2459,3,3,3,1,1,3,1,1,4,5,5,5,5,1,0,0
0,Male,disloyal Customer,26,Business travel,Eco,2696,3,3,3,1,1,3,1,1,4,3,5,1,1,1,0,0
0,Female,disloyal Customer,41,Business travel,Eco,2370,3,3,3,1,4,3,4,4,2,2,2,2,2,4,22,36
0,Female,disloyal Customer,38,Business travel,Eco Plus,2347,3,3,3,1,3,3,3,3,4,1,1,4,2,3,0,0
0,Male,disloyal Customer,38,Business travel,Business,3438,3,3,3,1,3,5,5,4,2,5,5,5,4,5,0,7
0,Male,disloyal Customer,38,Business travel,Business,3868,3,3,3,1,3,3,3,3,3,2,4,4,5,3,0,0
0,Male,disloyal Customer,38,Business travel,Business,2679,3,3,3,1,4,3,4,4,3,4,4,4,4,4,0,0
0,Male,disloyal Customer,38,Business travel,Business,2725,3,3,3,1,2,3,2,2,3,2,5,4,4,2,0,19
0,Female,disloyal Customer,38,Business travel,Business,1597,3,3,3,1,5,3,2,5,4,4,4,4,5,5,0,0
0,Female,disloyal Customer,39,Business travel,Eco,2006,3,3,3,1,4,3,4,4,5,1,5,3,5,4,0,0
0,Female,disloyal Customer,23,Business travel,Eco,2333,3,3,3,1,1,3,1,1,3,5,4,5,5,1,22,0
0,Male,disloyal Customer,25,Business travel,Eco,2124,3,3,3,1,3,3,3,3,5,2,4,5,5,3,3,0
0,Female,disloyal Customer,26,Business travel,Eco,2573,3,3,3,1,4,3,2,4,3,1,1,1,2,4,0,0
0,Female,disloyal Customer,24,Business travel,Eco,2379,3,3,3,1,5,3,5,5,4,5,5,5,5,5,0,0
0,Male,disloyal Customer,21,Business travel,Eco,2791,3,3,3,1,3,3,3,3,3,4,4,3,3,3,9,28
0,Female,disloyal Customer,35,Business travel,Eco,2608,3,3,3,1,1,3,2,1,4,4,2,3,3,1,0,29
0,Male,disloyal Customer,38,Business travel,Business,1601,3,3,3,1,5,3,4,5,4,2,5,5,5,5,6,4
0,Male,disloyal Customer,38,Business travel,Business,1033,3,3,3,1,3,3,3,3,5,2,5,3,5,3,10,32
0,Male,disloyal Customer,38,Business travel,Business,1337,3,3,3,1,3,3,3,3,4,4,4,4,4,3,0,0
0,Male,disloyal Customer,14,Business travel,Eco,2578,3,3,3,1,5,3,1,5,3,2,5,4,5,5,0,0
0,Male,disloyal Customer,37,Business travel,Business,3399,3,3,3,1,3,3,3,3,5,4,5,3,4,3,69,44
0,Male,disloyal Customer,37,Business travel,Business,2337,3,3,3,1,2,3,2,2,4,5,4,4,4,2,12,53
0,Male,disloyal Customer,37,Business travel,Business,1876,3,3,3,1,5,3,5,5,4,4,4,5,4,5,4,3
0,Male,disloyal Customer,25,Business travel,Eco,2817,3,3,3,1,2,3,2,2,2,1,3,5,3,2,0,0
0,Female,disloyal Customer,37,Business travel,Eco Plus,2106,3,3,3,1,3,3,3,3,3,5,2,1,3,3,62,42
0,Female,disloyal Customer,37,Business travel,Business,1958,3,3,3,1,5,3,5,5,4,2,4,4,5,5,0,0
0,Female,disloyal Customer,28,Business travel,Eco,2660,3,3,3,1,3,2,2,1,4,5,3,2,2,2,237,214
0,Female,disloyal Customer,37,Business travel,Eco Plus,1689,3,3,3,1,5,3,3,5,5,4,5,4,3,5,0,0
0,Female,disloyal Customer,37,Business travel,Business,1644,3,3,3,1,2,3,2,2,4,4,5,4,4,2,0,0
0,Female,disloyal Customer,37,Business travel,Business,1795,3,3,3,1,3,3,3,3,4,5,4,5,4,3,42,71
0,Female,disloyal Customer,48,Business travel,Eco,2451,3,3,3,1,5,3,5,5,1,2,3,3,2,5,23,38
0,Male,disloyal Customer,39,Business travel,Eco,2578,3,3,3,1,1,3,1,1,2,5,5,4,4,1,0,0
0,Female,disloyal Customer,37,Business travel,Business,1169,3,3,3,1,4,3,4,4,4,3,4,4,5,4,0,5
0,Male,disloyal Customer,48,Business travel,Eco,2219,3,3,3,1,1,3,1,1,5,3,4,1,3,1,0,0
0,Female,disloyal Customer,27,Business travel,Eco,2469,3,3,3,1,4,3,4,4,4,5,4,3,4,4,0,0
0,Male,disloyal Customer,37,Business travel,Eco Plus,2409,3,3,3,1,4,3,2,4,4,1,1,2,2,4,8,11
0,Male,disloyal Customer,37,Business travel,Business,1841,3,3,3,1,3,3,3,3,3,2,5,4,4,3,6,2
0,Male,disloyal Customer,37,Business travel,Business,1566,3,3,3,1,4,3,4,4,5,5,4,5,5,4,0,0
0,Male,disloyal Customer,37,Business travel,Business,1944,3,3,3,1,4,3,4,4,3,2,4,5,5,4,2,0
0,Female,disloyal Customer,26,Business travel,Eco,2230,3,3,3,1,2,3,2,2,4,4,5,2,3,2,3,0
0,Male,disloyal Customer,27,Business travel,Eco,2067,3,3,3,1,4,3,4,4,4,5,1,5,4,4,0,0
0,Male,disloyal Customer,37,Business travel,Business,1877,3,3,3,1,5,3,5,5,4,2,4,4,5,5,1,0
0,Male,disloyal Customer,37,Business travel,Business,1153,3,3,3,1,4,3,4,4,3,2,2,2,2,4,0,0
0,Female,disloyal Customer,50,Business travel,Eco,2003,3,3,3,1,5,3,5,5,1,3,5,2,4,5,0,0
0,Male,disloyal Customer,36,Business travel,Business,3574,3,3,3,1,3,5,5,5,5,4,5,5,5,5,2,13
0,Male,disloyal Customer,36,Business travel,Business,2288,3,3,3,1,3,3,3,3,3,2,4,5,4,3,21,6
0,Male,disloyal Customer,36,Business travel,Business,3103,3,3,3,1,2,3,2,2,5,5,5,4,4,2,0,0
0,Male,disloyal Customer,50,Business travel,Eco,2564,3,3,3,1,1,3,1,1,1,2,4,1,4,1,1,21
0,Female,disloyal Customer,36,Business travel,Business,2684,3,3,3,1,2,3,2,2,3,4,5,5,4,2,0,0
0,Female,disloyal Customer,36,Business travel,Business,2070,3,3,3,1,5,3,5,5,4,2,5,4,5,5,32,44
0,Female,disloyal Customer,36,Business travel,Business,2428,3,3,3,1,3,3,3,3,3,2,4,4,5,3,37,14
0,Female,disloyal Customer,36,Business travel,Business,1999,3,3,3,1,5,3,5,5,4,5,5,5,4,5,9,4
0,Female,disloyal Customer,24,Business travel,Eco,1891,3,3,3,1,5,3,4,5,4,1,5,1,1,5,0,0
0,Female,disloyal Customer,36,Business travel,Business,1860,3,3,3,1,5,3,5,5,3,5,5,3,5,5,14,34
0,Female,disloyal Customer,36,Business travel,Business,1766,3,3,3,1,1,3,1,1,5,2,5,3,5,1,0,9
0,Female,disloyal Customer,36,Business travel,Business,2154,3,3,3,1,4,3,4,4,5,5,5,5,4,4,0,0
0,Female,disloyal Customer,36,Business travel,Business,1040,3,3,3,1,2,3,2,2,5,2,4,4,4,2,0,0
0,Female,disloyal Customer,23,Business travel,Eco,2445,3,3,3,1,2,3,2,2,5,5,4,5,5,2,0,0
0,Female,disloyal Customer,30,Business travel,Eco,2222,3,3,3,1,5,3,5,5,1,3,2,4,2,5,0,2
0,Male,disloyal Customer,36,Business travel,Business,2159,3,3,3,1,3,3,3,3,5,4,5,3,4,3,14,0
0,Female,disloyal Customer,27,Business travel,Eco,2465,3,3,3,1,4,3,4,4,2,2,4,1,2,4,0,0
0,Male,disloyal Customer,36,Business travel,Business,1786,3,3,3,1,3,3,3,3,3,3,5,3,4,3,0,0
0,Male,disloyal Customer,36,Business travel,Business,2123,3,3,3,1,5,3,5,5,3,2,5,4,4,5,0,0
0,Male,disloyal Customer,36,Business travel,Business,1895,3,3,3,1,1,3,1,1,3,2,5,5,4,1,0,0
0,Male,disloyal Customer,36,Business travel,Business,1964,3,3,3,1,2,3,5,2,5,3,5,4,5,2,0,0
0,Male,disloyal Customer,36,Business travel,Business,1873,3,3,3,1,5,3,5,5,3,4,4,4,4,5,1,0
0,Male,disloyal Customer,36,Business travel,Business,1321,3,3,3,1,4,3,4,4,3,5,5,4,4,4,0,3
0,Male,disloyal Customer,45,Business travel,Eco,2078,3,3,3,1,5,3,5,5,4,5,1,4,4,5,0,0
0,Male,disloyal Customer,25,Business travel,Eco,2228,3,3,3,1,3,5,5,1,2,5,4,5,2,5,15,3
0,Female,disloyal Customer,23,Business travel,Eco,2479,3,3,3,1,4,3,4,4,4,4,5,3,5,4,0,0
0,Male,disloyal Customer,36,Business travel,Business,1369,3,3,3,1,3,3,3,3,4,3,4,5,5,3,1,0
0,Female,disloyal Customer,22,Business travel,Eco,2808,3,3,3,1,3,3,2,3,4,1,1,4,4,3,0,0
0,Male,disloyal Customer,36,Business travel,Business,1519,3,3,3,1,5,3,4,5,4,4,4,5,5,5,14,14
0,Male,disloyal Customer,35,Business travel,Business,4389,3,3,3,1,3,5,5,5,3,5,4,5,3,5,79,54
0,Male,disloyal Customer,30,Business travel,Eco,2118,3,3,3,1,2,3,2,2,1,5,3,1,5,2,5,13
0,Male,disloyal Customer,35,Business travel,Business,2808,3,3,3,1,4,3,1,4,5,4,4,5,5,4,0,0
0,Female,disloyal Customer,24,Business travel,Eco,2227,3,3,3,1,3,3,3,3,3,2,5,4,5,3,79,62
0,Male,disloyal Customer,35,Business travel,Business,2167,3,3,3,1,1,3,1,1,5,3,5,3,5,1,1,22
0,Male,disloyal Customer,35,Business travel,Business,2246,3,3,3,1,5,3,5,5,4,3,4,4,5,5,27,0
0,Female,disloyal Customer,35,Business travel,Business,3272,3,3,3,1,2,3,2,2,3,4,4,3,4,2,11,8
0,Female,disloyal Customer,35,Business travel,Business,3208,3,3,3,1,3,3,3,3,3,3,4,3,5,3,22,0
0,Female,disloyal Customer,35,Business travel,Business,2465,3,3,3,1,3,3,3,3,5,2,5,5,4,3,0,3
0,Female,disloyal Customer,35,Business travel,Business,1475,3,3,3,1,5,3,3,5,4,2,4,4,5,5,0,0
0,Female,disloyal Customer,46,Business travel,Eco,2322,3,3,3,1,5,3,5,5,4,4,2,1,1,5,0,8
0,Female,disloyal Customer,31,Business travel,Eco,2364,3,3,3,1,5,3,5,5,2,5,1,4,2,5,0,0
0,Male,disloyal Customer,8,Business travel,Eco,1697,3,3,3,1,4,3,2,4,1,5,3,3,2,4,3,0
0,Female,disloyal Customer,22,Business travel,Eco,2547,3,3,3,1,3,3,3,3,1,2,2,3,1,3,0,4
0,Male,disloyal Customer,18,Business travel,Eco,1953,3,3,3,1,2,3,2,2,3,3,5,3,5,2,0,0
0,Male,disloyal Customer,34,Business travel,Business,3925,3,3,3,1,3,3,3,3,2,5,5,3,3,3,0,0
0,Male,disloyal Customer,34,Business travel,Business,3400,3,3,3,1,1,3,1,1,5,4,3,4,5,1,0,0
0,Male,disloyal Customer,34,Business travel,Business,3572,3,3,3,1,5,3,5,5,4,2,5,4,5,5,0,0
0,Male,disloyal Customer,34,Business travel,Business,2959,3,3,3,1,4,3,4,4,4,2,4,3,4,4,0,0
0,Female,disloyal Customer,36,Business travel,Eco,2452,3,3,3,1,4,3,3,4,5,4,5,5,1,4,42,37
0,Female,disloyal Customer,21,Business travel,Eco,2465,3,3,3,1,1,3,1,1,4,3,4,3,5,1,0,0
0,Female,disloyal Customer,18,Business travel,Eco,2672,3,3,3,1,3,3,3,3,2,2,5,4,3,3,0,0
0,Male,disloyal Customer,34,Business travel,Business,2383,3,3,3,1,2,3,2,2,3,5,5,3,4,2,63,53
0,Female,disloyal Customer,34,Business travel,Business,3534,3,3,3,1,3,3,3,3,5,2,4,3,4,3,0,0
0,Female,disloyal Customer,34,Business travel,Business,2047,3,3,3,1,1,3,1,1,5,5,5,3,4,1,0,16
0,Female,disloyal Customer,34,Business travel,Business,1430,3,3,3,1,3,3,3,3,3,4,5,3,5,3,4,6
0,Female,disloyal Customer,34,Business travel,Business,1308,3,3,3,1,3,3,3,3,4,3,4,4,5,3,0,4
0,Female,disloyal Customer,34,Business travel,Business,1834,3,3,3,1,2,3,2,2,5,4,5,3,4,2,0,0
0,Male,disloyal Customer,34,Business travel,Business,1463,3,3,3,1,2,3,4,2,5,3,4,3,5,2,0,0
0,Male,disloyal Customer,34,Business travel,Business,2100,3,3,3,1,1,3,1,1,5,5,5,5,5,1,36,26
0,Male,disloyal Customer,34,Business travel,Business,1761,3,3,3,1,4,3,4,4,3,2,4,4,5,4,0,0
0,Male,disloyal Customer,34,Business travel,Business,1903,3,3,3,1,1,3,1,1,3,2,4,5,5,1,20,15
0,Male,disloyal Customer,34,Business travel,Business,2112,3,3,3,1,3,3,5,3,4,3,4,5,4,3,0,0
0,Male,disloyal Customer,34,Business travel,Business,2012,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0
0,Male,disloyal Customer,34,Business travel,Business,1764,3,3,3,1,2,3,5,2,4,2,4,5,5,2,0,0
0,Female,disloyal Customer,33,Business travel,Business,1856,3,3,3,1,3,3,3,3,3,2,4,4,5,3,0,0
0,Female,disloyal Customer,33,Business travel,Business,2079,3,3,3,1,3,2,2,5,5,4,4,2,3,2,145,126
0,Female,disloyal Customer,33,Business travel,Business,1902,3,3,3,1,4,3,4,4,4,4,5,4,4,4,0,0
0,Female,disloyal Customer,33,Business travel,Business,1005,3,3,3,1,2,3,2,2,3,4,4,4,4,2,1,0
0,Female,disloyal Customer,33,Business travel,Business,1790,3,3,3,1,5,3,5,5,3,2,4,3,4,5,1,0
0,Male,disloyal Customer,23,Business travel,Eco,1725,3,3,3,1,5,3,3,5,3,1,1,2,5,5,0,0
0,Male,disloyal Customer,33,Business travel,Business,1576,3,3,3,1,5,3,5,5,5,3,4,5,4,5,17,10
0,Female,disloyal Customer,16,Business travel,Eco,2675,3,3,3,1,3,3,5,3,1,2,2,1,5,3,0,0
0,Male,disloyal Customer,9,Business travel,Eco,2013,3,3,3,1,4,3,4,4,4,2,5,3,5,4,6,0
0,Male,disloyal Customer,33,Business travel,Business,1830,3,3,3,1,2,3,2,2,3,5,2,2,1,2,0,0
0,Female,disloyal Customer,24,Business travel,Eco,2449,3,3,3,1,5,3,5,5,5,4,5,3,5,5,0,0
